"stock.s_1","stock.s_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","mortality1","mortality2"
302.463516235235,339.721539764584,47.1366945148047,60.6663943588354,2.20313136496407,10.133281219827,102501.148117067,131914.873212108,131925.006493328,102503.351248432,0.154223158980724,0.177336981323513
299.627766832707,337.656016588023,46.6468789503185,60.2451923524302,2.2031313649677,10.133281219827,101435.996277926,130998.928264048,131009.061545268,101438.199409291,0.154223158980724,0.177336981323513
297.090377997,335.856425076788,46.2095407192294,59.8788987074451,2.20313136496043,10.133281219827,100484.961531491,130202.386916835,130212.520198055,100487.164662856,0.154223158980724,0.177336981323513
294.815597147685,334.286000175759,45.8182165974246,59.5597645812219,2.20313136496043,10.1332812198261,99633.9889649537,129508.398554428,129518.531835648,99636.1920963187,0.154223158980724,0.177336981323513
292.772744201409,332.913636292538,45.4673927089299,59.2812701698729,2.20313136496407,10.1332812198252,98871.0881158621,128902.785225766,128912.918506986,98873.2912472271,0.154223158980724,0.177336981323513
290.935351436189,331.712886910385,45.1523374742219,59.0378993015557,2.20313136496407,10.133281219827,98185.9697018888,128373.551475807,128383.684757027,98188.1728332538,0.154223158980724,0.177336981323513
289.280474226837,330.661169135324,44.8689689576072,58.8249620307932,2.20313136496043,10.1332812198261,97569.7571547365,127910.498559527,127920.631840747,97571.9602861015,0.154223158980724,0.177336981323513
287.788134023238,329.73912521065,44.6137485667297,58.6384535753597,2.20313136496407,10.1332812198261,97014.7554593236,127504.91768639,127515.05096761,97016.9585906886,0.154223158980724,0.177336981323513
286.440864649427,328.930105560812,44.3835951462566,58.4749410891209,2.20313136496407,10.1332812198279,96514.2643421033,127149.343796813,127159.477078033,96516.4674734683,0.154223158980724,0.177336981323513
285.223340038489,328.21974687639,44.1758150074293,58.3314719865766,2.20313136496407,10.1332812198261,96062.4261134815,126837.356204922,126847.489486142,96064.6292448465,0.154223158980724,0.177336981323513
284.122066685325,327.595625225771,43.9880445158662,58.2054991218243,2.2031313649677,10.1332812198261,95654.1008193789,126563.415892891,126573.549174111,95656.3039507439,0.154223158980724,0.177336981323513
283.125127927683,327.046968916903,43.8182026604395,58.0948192723301,2.2031313649677,10.133281219827,95284.763097617,126322.73173789,126332.86501911,95286.9662289819,0.154223158980724,0.177336981323513
282.221970033527,326.564419336499,43.6644516157812,57.9975222187314,2.20313136496043,10.133281219827,94950.4164172302,126111.149781134,126121.283062354,94952.6195485952,0.154223158980724,0.177336981323513
281.403222241347,326.139830612589,43.5251637522862,57.9119483328087,2.20313136496043,10.1332812198279,94647.5213384931,125925.060998781,125935.194280001,94649.724469858,0.154223158980724,0.177336981323513
280.660544554157,325.76610092146,43.3988938813678,57.8366530501962,2.20313136496043,10.1332812198261,94372.9351575131,125761.324044367,125771.457325587,94375.1382888781,0.154223158980724,0.177336981323513
279.986498356057,325.437029762932,43.284355782345,57.7703769549456,2.20313136496043,10.133281219827,94123.8608616527,125617.200194768,125627.333475988,94126.0639930177,0.154223158980724,0.177336981323513
