"stock.s_1","stock.s_2","stock_g.sg_1","stock_g.sg_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2"
2183.1726196,1528.7180112,2183.1726196,1528.7180112,NA,NA,NA,NA,NA,NA,NA,NA
2717.7582277986,1333.94865360596,2866.1479939002,1865.1913886404,148.389766101603,531.242735034443,0.680832354817539,0,1523727.60352341,0,417167.874030032,1106560.41032573
3235.52091016608,1197.68933265997,3429.17890998293,1683.66383419895,193.657999816845,485.974501538983,0.713754623895511,0,1556697.89308881,0,544430.375455849,1012268.23138758
3687.48209146891,1102.25334426426,3922.44089572096,1546.92704124383,234.958804252058,444.67369697957,0.727397534064949,0,1586778.59386424,0,660539.250310271,926240.070951502
4042.33385714133,1035.5614792645,4311.14668159062,1446.381156118,268.81282444929,410.819676853504,0.73020428349264,0,1611435.57152729,0,755712.994457686,855723.307273884
4294.74113345289,988.393873444393,4588.98424277755,1373.78326556294,294.243109324654,385.38939211855,0.729119030991569,0,1629957.27372785,0,827205.107129188,802752.895717693
4459.72901851628,953.885886892952,4771.96861026845,1321.2787966281,312.239591752169,367.392909735147,0.72824127599597,0,1643064.69622342,0,877798.584776189,765266.839688509
4560.36706575484,927.257123110922,4884.9990421347,1282.25764809274,324.631976379865,355.000524981817,0.72913364181295,0,1652090.47050526,0,912637.272679765,739453.926959133
4618.16593895032,905.386958116935,4951.39077724803,1251.79462118658,333.224838297712,346.407663069649,0.731917072087526,0,1658348.92761464,0,936794.369441057,721555.290090651
4649.22698217491,886.333178963222,4988.64635285694,1226.54630977776,339.419370682034,340.213130814536,0.736192522570491,0,1662860.60234579,0,954209.046836051,708652.29170226
4664.23184200699,868.920452691248,5008.40378397218,1204.3810121179,344.171941965187,335.460559426649,0.741513435961679,0,1666322.04853159,0,967569.941663606,698752.848381416
4669.792875481,852.444346045322,5017.88210331106,1183.98761946757,348.089227830064,331.543273422252,0.747540567768738,0,1669175.12849197,0,978582.600145051,690593.275887483
4669.84266399698,836.479412481911,5021.38398978913,1164.57058819661,351.541325792148,328.091175714702,0.754055097233504,0,1671689.39735662,0,988287.476738765,683402.674672951
4666.66486254253,820.762071135247,5021.41531585947,1145.64411915521,354.750453316939,324.882048019965,0.760930553311482,0,1674026.70173055,0,997309.290993069,676718.171668038
4661.56456292107,805.121512611851,5019.41494874145,1126.90362818854,357.850385820383,321.782115576691,0.768102517817169,0,1676284.47601359,0,1006024.12548653,670261.118629583
4655.27699033321,789.43964641863,5016.20037132628,1108.14876676313,360.923380993072,318.7091203445,0.775546112796292,0,1678522.63044454,0,1014663.23111203,663860.174878621
4648.20839173023,773.628046486741,5012.23064857233,1089.23829094073,364.022256842102,315.610244453992,0.783261397387832,0,1680779.63437686,0,1023375.09503489,657405.322603368
4640.57544552041,757.614679538815,5007.75879823189,1070.06382824403,367.183352711476,312.449148705211,0.791264541912824,0,1683081.95521666,0,1032261.87798547,650820.868495731
4632.4851047933,741.336219059039,5002.91920129616,1050.53462395691,370.434096502855,309.198404897873,0.799582772888243,0,1685449.56894455,0,1041400.68797279,644049.680554536
4623.97999989004,724.733542133363,4997.777445717,1030.56859772448,373.797445826957,305.83505559112,0.808251668699086,0,1687899.19665088,0,1050856.06568527,637043.939217278
4615.06406709667,707.749048480304,4992.35860625438,1010.08701062229,377.294539157709,302.337962141989,0.817313898936845,0,1690446.23377663,0,1060687.4376754,629759.613415125
4605.71684305804,690.325036097377,4986.66317878377,989.011201620866,380.94633572573,298.686165523489,0.826818867004476,0,1693105.94598364,0,1070953.72658935,622153.046213164
4595.90124669416,672.402710634656,4980.67593804257,967.260520723142,384.774691348416,294.857810088486,0.836822938290425,0,1695894.25187048,0,1081716.37564597,614178.71304745
4585.56758999884,653.921602650334,4974.37071902279,944.750974856554,388.803129023954,290.829372206219,0.847390078939497,0,1698828.28261767,0,1093041.51500643,605787.615001311
4574.65536889651,634.819282656693,4967.71282421486,921.394328741471,393.057455318345,286.575046084778,0.858592817210592,0,1701926.83552362,0,1105001.69462183,596925.999494613
4563.09371325435,615.031340923797,4960.66001731106,897.097538168751,397.566304056716,282.066197244954,0.870513475383632,0,1705210.76408664,0,1117677.41271159,587534.221888528
4550.80098378115,594.491646145463,4953.16264473921,871.762486464644,402.361660958059,277.270840319181,0.883245668257587,0,1708703.36518109,0,1131158.59066815,577545.657758614
4537.6837924209,573.132942540736,4945.16318097269,845.286055313138,407.479388551788,272.153112772402,0.896896056481637,0,1712430.75853127,0,1145546.0487539,566885.606673433
4523.6355997049,550.887882399975,4936.59536000024,817.56062349284,412.959760295335,266.672741092865,0.911586359958164,0,1716422.27636685,0,1160953.00766496,555470.180288254
4508.53498407421,527.690634115744,4927.38297583897,788.475143697357,418.847991764765,260.784509581614,0.927455618046224,0,1720710.85026258,0,1177506.58186641,543205.195851789
4492.24365792516,503.479252706514,4917.43839549102,757.917016580979,425.194737565856,254.437763874465,0.944662659312598,0,1725333.37395427,0,1195349.17655746,529985.142059467
