"stock.s_1","stock.s_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2"
815.68715,16.363,NA,NA,NA,NA,NA,NA,NA,NA
1035.92267757339,22.3199500766137,2.92661374085551e-06,7.33862557501652e-08,4.48489004156727e-06,0,0.0077165067261419,0,0.00758051491156394,0.000140476704619524
1307.23082402004,30.1168482043387,2.9213217453592e-06,7.86783571372347e-08,3.52502388523135e-06,0,0.00771388945895984,0,0.0075668075848294,0.000150606898015666
1636.55051524542,40.0569117354187,2.91602340622429e-06,8.39765945231888e-08,2.78835932476795e-06,0,0.00771104430447963,0,0.00755308382680217,0.000160748837002233
2029.01107765658,52.2934044600077,2.91093786055903e-06,8.90617031535806e-08,2.22337916966353e-06,0,0.00770817067004394,0,0.00753991124641999,0.000170482802793616
2486.30024545499,66.6860439312921,2.90636865168257e-06,9.36317654237865e-08,1.79050812221249e-06,0,0.00770551643515784,0,0.00752807608158819,0.000179230861691866
2997.80197799838,82.4315136079542,7.03319970527582,0.23580029472554,3.53597665755206,0,18665.2291821144,0,18217.3938766054,451.371282166575
3454.67775409695,95.1300810249108,111.940423262458,3.84757673754044,46.6760413479678,0,297266.478159837,0,289948.084334418,7365.06986676729
3889.30027738888,105.63405368346,162.833160400956,5.60483959904618,58.9176371833269,0,432440.374442262,0,421770.452070555,10728.8400088902
4322.1785670988,114.750044808639,177.571412968792,6.02858703120833,57.0704883604431,0,471428.384964414,0,459945.473871765,11539.9815810093
4754.05619290129,122.718350845063,177.702687163973,5.89731283602682,51.3926843851032,0,471522.802811588,0,460285.500292122,11288.6952038509
5171.17238798334,129.390506396805,177.861003615214,5.73899638478677,46.7655924746941,0,471634.450241376,0,460695.571564128,10985.6442697227
5560.98943388268,134.774025616272,178.031723333581,5.56827666641844,43.0346616724883,0,471753.585994594,0,461137.769778642,10658.8508776248
5913.71477978552,138.989351127695,178.201471123178,5.39852887682165,40.0561521564423,0,471871.3123124,0,461577.450503256,10333.9179613008
6223.23992801199,142.215596688384,178.360031148033,5.23996885196408,37.7005058981094,0,471980.852949854,0,461988.152679634,10030.4007761182
6487.31493530069,144.645144500777,178.501041807827,5.09895819216546,35.8537200623505,0,472078.021531597,0,462353.398490634,9760.47676102504
6707.04227846865,146.455211166202,178.621677194928,4.97832280506396,34.4174899354275,0,472161.006077049,0,462665.868270303,9529.55529668149
6885.96003667157,147.795008229595,178.721781124266,4.87821887573712,33.3086056610246,0,472229.784216536,0,462925.157468073,9337.93535412475
7029.02487207315,148.78329424504,178.802888515391,4.79711148461389,32.457872170904,0,472285.462735359,0,463135.241832567,9182.67877496276
7141.72742545552,149.511282702464,178.867394712865,4.73260528713971,31.8087142185823,0,472329.717437741,0,463302.325785264,9059.2003666957
7229.45147923838,150.047496744313,178.917964960342,4.68203503965796,31.3155967565035,0,472364.395536784,0,463433.312840277,8962.39829326367
7297.08657078316,150.442739095472,178.957172694162,4.6428273058324,30.9423842887827,0,472391.272785227,0,463534.868712418,8887.34645709743
7348.84673479829,150.734401666544,178.987312909696,4.6126870902984,30.6607491862478,0,472411.928904628,0,463612.937898694,8829.6517551201
7388.23080190425,150.949911284037,179.010331679972,4.5896683200202,30.448711569994,0,472427.701400759,0,463672.561117464,8785.58899486588
7418.06595503954,151.109364841185,179.027823850493,4.5721761495054,30.2893596333561,0,472439.685285059,0,463717.869337548,8752.10530714473
7440.59144339126,151.227494556,179.041065459959,4.55893454003392,30.1697683980428,0,472448.756071867,0,463752.167754387,8726.75808587832
7457.55477175584,151.315113437909,179.051060005076,4.54893999492033,30.0801121401628,0,472455.601940683,0,463778.055625147,8707.62642767644
7470.30475291132,151.380170963109,179.058586762479,4.5414132375217,30.0129520068413,0,472460.757113561,0,463797.551432172,8693.21863339642
7479.87396228727,151.428521848572,179.064245275167,4.53575472482746,29.9626740805625,0,472464.632489469,0,463812.208111737,8682.38705181197
7487.04805891834,151.464485691358,179.068493614595,4.53150638540583,29.925051965688,0,472467.541946565,0,463823.212160523,8674.2548380077
7492.422105293,151.49125481477,179.071679944616,4.52832005539064,29.896909725875,0,472469.724016047,0,463831.465392543,8668.15553322931
