"id","s1","s2"
"005",0.766666666666667,0.833333333333333
"010",0.766666666666667,0.833333333333333
"015",0.733333333333333,0.833333333333333
"020",0.733333333333333,0.833333333333333
"025",0.733333333333333,0.833333333333333
"030",0.733333333333333,0.833333333333333
"035",0.733333333333333,0.833333333333333
"040",0.733333333333333,0.833333333333333
"045",0.733333333333333,0.833333333333333
"050",0.7,0.833333333333333
"055",0.7,0.833333333333333
"060",0.7,0.833333333333333
"065",0.666666666666667,0.833333333333333
"070",0.633333333333333,0.833333333333333
"075",0.633333333333333,0.833333333333333
"080",0.566666666666667,0.833333333333333
"085",0.5,0.833333333333333
"090",0.366666666666667,0.833333333333333
"095",0,0.533333333333333
"100",0,0.1
"105",0,0.1
"110",0,0.0333333333333333
"115",0,0.0333333333333333
"120",0,0.0333333333333333
"125",0,0.0333333333333333
"130",0,0
"135",0,0
"140",0,0
"145",0,0
"150",0,0
