"id","total"
"1",0.00711574238930543
"10",0.0692029269489593
"100",0.48139238237849
"11",0.0757694523309374
"12",0.082258782170719
"13",0.0886854344206237
"14",0.0950755604918733
"15",0.101463924642949
"16",0.107886186520939
"17",0.114370236660353
"18",0.120931581997712
"19",0.127574313107242
"2",0.0142022402075243
"20",0.134295239353481
"21",0.141088111808555
"22",0.14794642155746
"23",0.15486470251625
"24",0.161838820302325
"25",0.1688657249567
"26",0.175942984851124
"27",0.183068279205569
"28",0.190238941998598
"29",0.197451607832422
"3",0.0212554607289392
"30",0.204701991305135
"31",0.211984820367929
"32",0.21929393087707
"33",0.226622509715952
"34",0.233963449580365
"35",0.241309757303728
"36",0.248654948293177
"37",0.255993529051552
"38",0.263320690722842
"39",0.270632670247918
"4",0.0282706617754395
"40",0.277928493002592
"41",0.28520680781477
"42",0.292466294236899
"43",0.299706799471443
"44",0.30692864168644
"45",0.314132482659804
"46",0.321079713827089
"47",0.327163106541897
"48",0.333069197573517
"49",0.338909473009737
"5",0.0352422988755899
"50",0.344478041162479
"51",0.35005190289178
"52",0.355765759275693
"53",0.361460680580639
"54",0.366960454302605
"55",0.372459158528429
"56",0.377956822050891
"57",0.383453472341867
"58",0.388721017182756
"59",0.393972669278483
"6",0.0421639706715667
"60",0.39922355446854
"61",0.404473680194996
"62",0.409534766229125
"63",0.414542964694075
"64",0.419550528639493
"65",0.424552894249706
"66",0.429320568884918
"67",0.434087674535488
"68",0.43885420052242
"69",0.443430477910206
"7",0.0490284630554711
"70",0.447958578792547
"71",0.452445618139371
"72",0.456736217468841
"73",0.461001056462738
"74",0.465054777800201
"75",0.46898224599149
"76",0.472713939765158
"77",0.476175827581565
"78",0.479171255996239
"79",0.480337997531455
"8",0.0558280036086641
"80",0.48039058093791
"81",0.480442937193289
"82",0.480495064765527
"83",0.480546962102459
"84",0.480598627631491
"85",0.480650059759272
"86",0.480701256871351
"87",0.480752217331832
"88",0.480802939483024
"89",0.480853421645074
"9",0.0625549135883171
"90",0.480903662115603
"91",0.480953659169329
"92",0.48100341105768
"93",0.481052916008406
"94",0.481102172225172
"95",0.481151177887154
"96",0.481199931148616
"97",0.481248430138485
"98",0.481296672959913
"99",0.481344657689831
