"data_layer","uncertainty_score","year","sci_name","comm_name","functional_group","commercial_group","fishing_entity","fishing_sector","catch_type","reporting_status","gear_type","end_use_type","catch_mt","value_usd"
"Reconstructed domestic catch",2,1950,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.8205697373,1038.22505189419
"Reconstructed domestic catch",2,1950,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",54.6861566692,69191.6058598347
"Reconstructed domestic catch",1,1950,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",265.8235655146,318221.15035191
"Reconstructed domestic catch",2,1950,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",8.3834280845,10035.9203435429
"Reconstructed domestic catch",2,1950,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",9.6409422972,11541.3083950744
"Reconstructed domestic catch",2,1950,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",105.6311938647,126452.596328641
"Reconstructed domestic catch",2,1950,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",121.4758729444,145420.485777936
"Reconstructed domestic catch",1,1950,"Lutjanus campechanus","Northern red snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",31.6533282377,67989.8427042454
"Reconstructed domestic catch",2,1950,"Lutjanus campechanus","Northern red snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",2.1462781558,4610.10333948507
"Reconstructed domestic catch",2,1950,"Lutjanus campechanus","Northern red snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",27.0431047634,58087.3020775114
"Reconstructed domestic catch",1,1950,"Caranx latus","Horse-eye jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",11.3446218342,2029.32605467758
"Reconstructed domestic catch",2,1950,"Caranx latus","Horse-eye jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.7692307692,137.600006846154
"Reconstructed domestic catch",2,1950,"Caranx latus","Horse-eye jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",9.6923076923,1733.76008626154
"Reconstructed domestic catch",2,1950,"Ginglymostoma cirratum","Nurse shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",47.752214614,27401.5828678797
"Reconstructed domestic catch",1,1950,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",11.3446218342,0.463122155127609
"Reconstructed domestic catch",2,1950,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale seine nets","Direct human consumption",0.0700558863,0.00285989550905659
"Reconstructed domestic catch",2,1950,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.5617414825,0.0229320051219559
"Reconstructed domestic catch",2,1950,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.1374334004,0.00561045167667977
"Reconstructed domestic catch",2,1950,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale seine nets","Direct human consumption",0.8827041672,0.0360346834141131
"Reconstructed domestic catch",2,1950,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",7.0779426798,0.288943264536644
"Reconstructed domestic catch",2,1950,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",1.7316608454,0.0706916911261652
"Reconstructed domestic catch",1,1950,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",11.3446218342,8040.05572882907
"Reconstructed domestic catch",2,1950,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.7692307692,545.162134384615
"Reconstructed domestic catch",2,1950,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",9.6923076923,6869.04289324615
"Reconstructed domestic catch",2,1950,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Belize","Artisanal","Landings","Reported","small scale pots or traps","Direct human consumption",200,320885.5512
"Reconstructed domestic catch",2,1950,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",300,481328.3268
"Reconstructed domestic catch",2,1950,"Lobatus gigas","Pink conch","Other demersal invertebrates","Molluscs","Belize","Artisanal","Landings","Reported","hand or tools","Direct human consumption",100,4.0823058
"Reconstructed domestic catch",2,1950,"Lobatus gigas","Pink conch","Other demersal invertebrates","Molluscs","Belize","Artisanal","Landings","Unreported","hand or tools","Direct human consumption",300,12.2469174
"Inferred foreign catch",NA,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela","Industrial","Discards","Unreported","unknown class",NA,11.4315867709,NA
"Inferred foreign catch",NA,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela","Industrial","Landings","Reported","unknown class","Direct human consumption",190.3359197356,220078.076452751
"Inferred foreign catch",NA,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela","Industrial","Landings","Reported","unknown class","Fishmeal and fish oil",0.0952632231,0.00149843924760559
"Inferred foreign catch",NA,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela","Industrial","Landings","Reported","unknown class","Other",0.0952632231,0.00149843924760559
"Inferred foreign catch",NA,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sint Maarten","Industrial","Landings","Reported","pots or traps","Direct human consumption",0.7040433797,731.458186774917
"Inferred foreign catch",NA,1950,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Direct human consumption",10.9395411459,11252.3451820431
"Inferred foreign catch",NA,1950,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",0.0054752458,0.0186471636401164
"Inferred foreign catch",NA,1950,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Other",0.0054752458,0.0186471636401164
"Inferred foreign catch",NA,1950,"Scomberomorus","Spanish mackerels","Large pelagics (>=90 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",0.9985712509,0.00949313927974851
"Inferred foreign catch",NA,1950,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Direct human consumption",29.5737706531,37996.2756369047
"Inferred foreign catch",NA,1950,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",0.014801687,0.000140715523568834
"Inferred foreign catch",NA,1950,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Other",0.014801687,0.000140715523568834
"Inferred foreign catch",NA,1950,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Direct human consumption",37.6420699387,91792.6286338545
"Inferred foreign catch",NA,1950,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Fishmeal and fish oil",0.0188398748,0.000179105452658741
"Inferred foreign catch",NA,1950,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba","Industrial","Landings","Reported","other industrial","Other",0.0188398748,0.000179105452658741
"Reconstructed domestic catch",1,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",237.8436466374,96248.7800732759
"Reconstructed domestic catch",2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","artisanal fishing gear","Direct human consumption",0.2171862947,87.8893181012636
"Reconstructed domestic catch",2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale seine nets","Direct human consumption",8.5141757061,3445.45266029272
"Reconstructed domestic catch",2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",1.5925376607,644.456176282717
"Reconstructed domestic catch",2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale other nets","Direct human consumption",8.5348861971,3453.8336261936
"Reconstructed domestic catch",2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.0793142002,32.0962746695949
"Reconstructed domestic catch",2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale longline","Direct human consumption",0.1066781715,43.1697210194403
"Reconstructed domestic catch",2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","artisanal fishing gear","Direct human consumption",1.9257541824,779.299734905298
"Reconstructed domestic catch",2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale seine nets","Direct human consumption",109.8316839157,44445.860714502
"Reconstructed domestic catch",2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",16.427398564,6647.71623677123
"Reconstructed domestic catch",2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale other nets","Direct human consumption",75.6391286624,30609.0743330117
"Reconstructed domestic catch",2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",0.0382652977,15.4849131815863
